% 1. Title: League of Legends 5vs5 Solo queue Database
%
% 2. Sources:
%	(a) Creator: Oihan Irastorza (Botxan)
%	(b) Date: 12 January, 2024
%	(c) Source of data: Riot API (https://developer.riotgames.com/). Used endpoints: 
%           1. Players per queue, league and rank: /lol/league/v4/entries/{queue}/{tier}/{division}.
%               - Useful returned data: tier, rank, wins, losses, summonerId.
%           2. Get Player Universally Unique IDentifiers (PUUID): /lol/summoner/v4/summoners/by-puuid/{encryptedPUUID}.
%               - Useful returned data: puuid.
%           3. Players last match identifiers: /lol/match/v5/matches/by-puuid/{puuid}/ids.
%               - Useful returned data: list of match ids (e.g. ["EUW1_1234567890", "EUW_0987654321"]).
%           4. Game and player stats: /lol/match/v5/matches/{matchId}.
%               - Useful returned data: rest of attributes.
%       (d) Repository with automated scripts for data gathering and dataset examples: https://github.com/Botxan/LoL-dataset-generator
%
%
% 3. Relevant Information:
%    --- This database stores a set of statistics on the performance of players
%        in different 5vs5 solo queue ranked games. Challenger, Grandmaster and
%        Master tiers have been excluded because they are treated from
%        different enpoints and do not follow the same structure of ranks and 
%        divisions as the other leagues.
%
%    --- Predicted attribute: player tier and rank (I = highest, Diamond I, 
%         28 = lowest, Iron IV). 
%
% 4. Number of instances: 42000 (1500 per tier and rank combination)
%
% 5. Number of Attributes: 16 numeric, predictive attributes and the class
%
% 6. Attribute Information:
%    # Player-related attributes
%    1. tier_rank: number representing the player's tier and rank. 1 = Diamond I, 2 = Diamond II, ..., 28 = Iron IV.
%    2. kills: total number of kills made by the player.
%    3. deaths: total number of times the player has died during the game.
%    4. assists: total number of times the player has assisted in a loss in favor of his team.
%    5. killingsprees: number of times the player has achieved a killing streak (3 kills or more before dying).
%    6. champExperience: experience points that the player has with the champion he has played.
%    7. totalDamageDealth: total damage inflicted by the player.
%    8. totalDamageTaken: total damage taken by the player.
%    9. totalMinionsKilled: number of minions killed by the player.
%    10. turretTakedown: number of towers destroyed by the player.
%    11. visionScore: vision score (1 point per minute of ward lifetime provided + 1 point per minute of ward lifetime denied) obtained by the player.
%
%    # Team-related attributes
%    12. dragonTakedowns: number of dragons killed by the team.
%    13. riftHeraldTakedowns: number of rift heralds killed by the team.
%    14. baronTakedowns: number of barons killed by the team.
%    15. towerTakedowns: number of towers destroyed by the team.
%
%    # Game-related attributes
%    16. gameDuration: game duration in seconds.
%
% 8. Missing Attribute Values: None
%
% 9. Class Distribution: 1500 for each of 28 classes.

@relation LoLSoloQ5v5

@attribute tier_rank numeric
@attribute kills numeric
@attribute deaths numeric
@attribute assists numeric
@attribute killingsprees numeric
@attribute champExperience numeric
@attribute totalDamageDealth numeric
@attribute totalDamageTaken numeric
@attribute totalMinionsKilled numeric
@attribute turretTakedown numeric
@attribute visionScore numeric
@attribute dragonTakedowns numeric
@attribute riftHeraldTakedowns numeric
@attribute baronTakedowns numeric
@attribute towerTakedowns numeric
@attribute gameDuration numeric

@data
17,4,12,4,1,18429,262813,32775,263,3,32,3,0,1,7,2220
17,11,8,3,3,13472,153979,22300,184,1,15,0,0,0,3,1819
17,13,8,4,2,15627,226027,20805,205,2,12,3,0,2,11,2079
17,12,7,10,3,20502,267210,26642,231,1,9,5,1,1,11,2233
17,11,7,11,2,16459,171097,25282,175,2,10,4,0,1,11,1896
17,15,0,1,1,15219,210672,11001,217,9,15,3,0,1,11,1653
17,8,8,2,3,11483,131962,22364,173,2,9,1,1,0,6,1803
17,3,3,0,1,13026,128079,28862,200,2,8,0,1,0,3,1390
17,10,12,14,3,20489,101257,76306,101,4,24,2,0,1,10,2374
17,0,0,0,0,185,827,30,1,0,0,0,0,0,0,108
17,9,13,9,2,11617,113037,30555,137,1,12,3,0,0,3,1910
17,5,4,2,2,8175,125745,19978,12,1,4,1,1,0,3,1320
17,13,12,11,4,14327,156343,25757,145,3,16,4,1,1,11,1717
17,2,6,10,0,13642,110775,22383,152,0,12,2,0,0,2,1776
17,8,4,4,2,18324,190490,27893,162,6,25,1,1,2,11,2053
17,2,9,6,0,14247,139530,26920,164,1,21,0,0,0,3,1874
17,5,0,3,1,12275,105731,13875,121,5,11,1,1,1,11,1400
17,5,3,2,1,13039,160290,17507,183,4,19,3,1,0,11,1601
17,11,9,13,3,22067,239109,36211,175,6,25,3,1,1,8,2275
17,9,8,5,3,17251,187354,30364,204,1,18,0,0,0,2,1976
17,1,8,4,0,11525,98212,24898,134,0,11,0,0,0,1,1637
17,5,0,2,1,9898,85400,10866,110,1,8,0,1,0,4,1027
17,2,3,4,1,14339,119092,20856,172,1,14,1,1,0,2,1674
17,0,4,9,0,12788,223335,34291,13,2,27,2,1,0,9,1657
17,2,11,6,0,7842,38240,24461,56,0,31,0,0,0,0,1356
17,14,5,11,2,24413,236004,60854,235,0,17,3,0,0,4,2363
17,5,6,4,0,18185,179942,20880,230,4,18,3,1,0,5,1891
17,4,7,0,1,7509,52927,12507,97,0,6,1,0,0,1,1020
17,8,7,8,2,23341,228413,35140,265,5,27,5,1,1,11,2165
17,5,2,1,1,17835,206848,52719,231,5,8,4,0,1,10,1898
17,4,5,2,1,9935,59370,21918,64,0,47,2,0,0,4,1714
17,14,12,15,4,14268,80732,48904,58,1,63,2,1,1,8,2251
17,5,9,8,1,13428,74224,26482,65,1,64,3,1,1,11,2063
17,3,7,2,1,10747,100266,19304,125,2,26,1,1,0,3,1695
17,3,7,4,1,8273,90839,16292,122,0,9,0,0,0,0,1306
17,2,11,1,0,7087,57402,17831,112,1,17,0,0,0,1,1335
17,3,9,6,1,16710,176108,26596,185,2,27,1,1,2,10,2145
17,6,4,5,3,10868,146558,13347,149,8,31,4,1,1,10,1683
17,1,11,12,0,10478,83456,21493,109,2,25,3,1,1,8,1772
17,0,0,0,0,901,6303,414,25,0,1,0,0,0,0,241
17,5,11,15,1,21581,286740,32165,235,1,37,1,0,1,7,2532
17,2,10,14,0,16014,140253,27780,149,4,36,5,0,1,9,2219
17,2,8,10,1,13179,110815,19967,137,3,25,3,0,1,9,1805
17,13,8,7,3,20770,208540,31032,214,6,10,1,0,1,10,1930
17,25,12,4,9,17607,179132,31112,152,2,12,4,0,1,8,1694
17,2,8,7,0,17355,215356,53147,265,2,15,0,1,0,5,1921
17,8,9,1,1,15905,176072,42617,180,3,14,1,1,0,4,1798
17,10,9,2,3,21788,273064,49001,230,6,20,2,0,1,10,2094
17,14,10,5,5,19720,224911,56271,215,1,28,3,1,0,3,2201
17,6,15,8,0,19791,257020,65964,241,3,5,1,1,0,7,2227
17,4,6,2,1,13318,161187,26323,194,5,5,1,1,0,10,1493
17,4,10,5,0,15710,161942,32066,224,3,7,3,1,0,10,1953
17,2,18,6,0,16335,192430,55245,211,3,10,4,0,0,9,2349
17,4,11,0,1,15807,187767,38740,220,2,11,3,1,0,3,1923
17,9,5,4,3,17026,157914,33551,213,0,17,2,0,0,5,1991
17,7,8,4,2,15242,127037,30367,161,1,10,1,0,0,3,1693
17,13,5,6,4,15828,173296,27235,160,3,20,4,1,1,11,1896
17,9,3,5,2,11930,88225,20484,151,2,11,1,1,0,8,1321
17,14,8,8,2,16632,155417,40744,176,1,27,4,0,0,6,2089
17,1,3,5,0,14352,119024,32559,172,2,23,0,0,0,6,2004
17,13,6,2,4,15145,159442,26493,188,5,21,4,1,1,10,1852
17,6,9,4,1,8192,75080,16451,37,3,61,4,1,0,8,1660
17,14,6,4,2,20628,178656,35860,199,3,20,5,1,1,11,1958
17,12,4,10,3,17772,357195,33975,60,4,8,1,1,1,11,1682
17,7,11,8,1,12186,110041,29262,127,0,14,1,0,0,1,1720
17,5,17,12,0,14135,89489,37090,60,1,30,1,1,1,6,2310
17,3,7,8,0,14612,263958,28935,27,4,18,0,1,0,8,1889
17,18,5,6,2,27189,435659,48748,152,0,26,1,0,2,3,2557
17,14,5,8,2,22847,216530,36068,184,0,19,2,0,0,6,2331
17,7,7,9,2,12825,228402,37632,23,2,13,3,1,0,8,1727
17,16,3,10,2,22820,384960,45329,84,3,24,2,0,1,11,2108
17,3,9,4,0,14620,293017,31952,43,1,25,1,0,0,4,2248
17,13,5,5,4,19223,334124,38331,41,0,20,3,0,0,5,2070
17,8,9,12,3,18200,161475,28029,195,4,33,1,0,1,11,2164
17,12,6,10,3,16785,189974,22776,188,2,34,5,1,0,7,2171
17,8,8,5,2,14943,148233,29560,206,1,34,1,1,0,6,2207
17,0,5,2,0,11757,95636,16984,192,0,14,1,1,1,1,1618
17,5,8,10,0,11440,94398,14659,148,2,25,3,1,1,10,1734
17,15,3,6,4,18624,216839,23615,283,2,40,3,0,0,7,2435
17,7,10,15,1,14078,157429,28207,192,5,27,3,1,1,7,2340
17,1,0,12,0,10971,131878,11618,170,4,18,2,1,1,9,1480
17,19,4,10,3,14939,162082,28438,191,6,21,1,0,1,10,1886
17,7,6,5,2,10007,24192,18073,43,0,73,2,1,1,11,1662
17,9,8,17,2,11930,32813,30565,36,0,97,4,0,0,8,2098
17,12,13,6,4,18760,47595,44372,64,0,148,2,1,1,6,2710
17,7,8,10,1,12335,29873,20461,44,0,102,4,1,1,11,2051
17,2,3,18,0,15290,31708,20680,48,0,91,5,1,1,8,1924
17,7,4,9,2,8859,23229,14310,26,2,85,4,1,1,8,1577
17,6,6,10,1,12424,30591,22635,43,0,108,5,1,0,11,1918
17,2,8,17,0,13658,28625,37538,40,1,86,5,1,0,4,2435
17,5,6,9,1,9751,26611,18061,40,0,108,4,0,2,7,1905
17,3,4,3,0,4107,12903,9127,28,0,21,0,1,0,0,950
17,5,8,1,1,13877,171360,24129,203,0,16,2,1,0,3,1697
17,3,9,2,0,11713,113624,17719,148,1,13,0,0,0,2,1420
17,10,7,4,3,13868,157451,17107,157,6,24,3,0,0,10,1540
17,14,12,5,4,16682,209447,34349,203,1,28,2,0,0,3,2022
17,16,10,11,5,24248,418131,48569,299,4,41,4,0,0,8,2566
17,8,5,4,1,18435,252068,24206,227,3,25,5,1,2,10,1988
17,6,5,2,2,15664,164506,37267,179,1,16,2,0,0,3,2223
17,3,8,6,0,11672,97724,24556,132,4,11,4,0,0,10,1676
17,0,2,5,0,6996,14743,8770,27,0,40,1,0,0,2,1323
17,2,2,0,1,9289,68792,12851,126,0,10,0,1,0,0,1205
17,1,4,10,0,8865,24933,15234,23,1,47,4,1,1,6,1643
17,10,4,4,1,14384,116842,22075,148,3,23,3,1,1,11,1744
17,4,5,13,1,11624,95153,13770,135,0,29,2,0,0,2,1633
17,12,9,8,3,17838,114679,28708,119,1,32,4,1,1,6,2124
17,18,9,9,4,20839,185509,31515,171,2,34,4,1,1,11,2532
17,5,7,7,1,11644,97456,20327,137,1,25,2,0,0,3,1682
17,11,4,7,1,10393,88298,16750,124,0,22,1,0,0,2,1518
17,7,7,6,1,15093,158126,18808,176,1,35,2,0,1,2,1688
17,9,8,15,4,26372,275416,49153,231,3,55,6,1,2,10,3340
17,8,3,4,3,12837,147600,19981,153,3,30,3,0,0,9,1627
17,10,11,11,4,15376,155829,37338,198,2,35,1,0,0,4,2231
17,11,4,11,2,11266,132290,12319,163,4,21,2,1,0,10,1451
17,22,7,11,5,17258,209286,26307,198,7,13,2,1,1,8,1813
17,5,6,3,2,8474,87936,13151,144,2,7,1,0,0,3,1342
17,19,12,16,5,22082,277541,48968,236,3,30,2,0,0,10,2627
17,5,4,9,2,16030,146695,22274,188,5,18,3,1,2,11,1903
17,3,4,0,0,8939,52318,9182,124,0,8,0,1,0,0,975
17,4,5,5,1,12820,112091,18399,181,0,12,0,0,0,0,1514
17,7,5,7,2,17032,197500,21410,219,6,20,2,0,1,9,1771
17,6,4,2,1,11907,115389,12549,179,0,20,3,1,0,3,1332
17,4,8,3,0,10899,104971,21405,174,0,13,0,0,0,0,1466
17,6,5,14,1,11463,172615,31215,24,3,13,3,1,0,11,1531
17,14,9,7,2,22288,390325,43787,137,2,37,1,0,0,5,2186
17,6,2,11,1,18002,138620,21655,178,5,18,1,1,1,9,1857
17,6,3,4,1,13502,131529,18967,166,6,14,2,1,0,10,1421
17,2,7,3,0,9659,71343,21908,118,0,11,0,0,0,0,1284
17,6,8,3,2,6751,91376,18859,11,0,10,1,0,0,0,1050
17,7,7,4,2,10543,161947,27351,27,0,18,0,0,0,1,1538
17,9,6,11,3,17664,169931,48265,185,4,23,3,1,1,9,2050
17,4,11,8,1,11269,72295,20326,126,2,12,2,0,1,11,1578
17,6,8,9,1,23344,286548,48193,291,5,29,2,0,2,11,2450
17,9,11,6,2,28423,385949,47653,370,4,25,2,0,2,9,2652
17,4,11,6,1,15698,150497,53044,194,3,15,0,0,0,4,2118
17,4,13,12,0,15189,164594,25814,171,3,20,2,0,0,6,2094
17,5,15,5,1,19621,146792,49829,191,0,23,3,0,2,9,2401
17,6,10,4,2,14346,162633,23561,189,2,30,4,1,0,8,1898
17,3,4,15,1,12840,249586,32257,6,4,22,1,1,0,10,1727
17,6,2,1,2,11940,94866,17124,127,2,5,2,1,1,3,1358
17,10,4,5,2,18960,149215,22645,217,1,21,1,0,0,2,2029
17,1,6,0,0,6511,38841,11472,98,0,8,0,0,0,0,989
17,11,9,9,3,12902,224662,32722,16,0,20,1,1,0,5,1805
17,4,13,10,1,17730,285328,38343,33,0,15,2,0,1,6,2314
17,15,6,4,4,13442,210403,31799,16,1,16,2,1,1,10,1522
17,3,7,16,0,20676,268058,49716,36,3,35,3,0,2,8,2794
17,8,3,8,2,9770,169553,20538,5,5,13,2,1,0,10,1231
17,16,2,4,3,14850,246993,22811,16,7,15,2,1,1,10,1665
17,1,3,11,0,7070,38090,8801,41,4,33,3,1,0,10,1372
17,4,5,13,1,15952,172978,21063,206,1,29,2,0,0,5,2138
17,3,10,13,1,14300,46216,28615,51,3,91,4,1,1,11,2350
17,11,8,12,4,19502,194581,23089,217,3,29,4,0,2,11,2135
17,11,9,18,3,20586,213067,31514,227,4,18,4,1,2,9,2287
17,7,7,6,1,18790,234009,23426,262,0,15,3,1,0,1,2039
17,10,1,6,2,9008,93001,7515,124,2,12,2,1,0,6,1099
17,0,0,0,0,215,757,121,4,0,0,0,0,0,0,112
17,8,3,9,2,14096,120453,11280,176,3,13,2,1,1,10,1541
17,6,4,3,1,10657,80217,11802,121,1,13,1,1,0,4,1285
17,7,5,4,2,12726,92872,19259,111,0,12,0,0,0,2,1516
17,15,7,12,4,15776,126654,24654,157,3,14,3,1,0,11,1691
17,6,10,7,1,14590,141727,29269,157,2,13,3,0,1,7,2092
17,16,11,5,4,15360,196592,31828,145,0,16,2,1,0,8,1899
17,5,3,12,1,8383,72600,8904,103,8,15,1,1,0,10,1346
17,4,7,4,1,15863,159695,42764,159,3,36,4,1,1,10,2112
17,10,8,16,1,20483,188909,64465,208,7,35,4,1,1,10,2454
17,6,3,8,2,17329,135102,32328,194,5,24,0,1,0,9,1883
17,10,1,2,2,13674,123011,12449,180,5,13,2,1,0,9,1366
17,5,0,4,1,11048,101956,9291,160,2,11,0,1,0,4,1202
17,6,5,3,1,16590,177450,36770,200,2,26,2,0,0,5,2033
17,5,7,13,1,24042,211499,57785,224,4,28,1,0,2,7,2414
17,12,6,9,3,22875,257844,42604,200,5,54,4,0,2,11,2671
17,4,6,3,1,14873,155823,26071,182,2,22,1,0,0,2,1821
17,1,8,2,0,8294,68750,13065,110,0,13,0,0,0,1,1218
17,4,3,4,1,12457,108004,10187,164,1,23,2,0,1,5,1455
17,16,10,22,5,21122,180387,30472,186,0,26,1,1,0,9,2498
17,7,9,9,2,14837,165480,28403,171,2,21,3,0,0,8,1984
17,4,6,2,1,13707,105404,17103,161,2,18,2,0,0,5,1733
17,15,10,17,4,16612,205052,37023,171,0,43,4,0,0,7,2305
17,4,5,10,1,18619,215960,19671,281,1,24,1,0,0,3,2071
17,8,9,6,2,18933,226814,24614,258,1,18,1,0,0,1,1952
17,9,2,2,2,15065,157380,11165,196,5,23,1,1,1,9,1602
17,1,10,2,0,10232,97932,19085,124,0,18,0,1,0,1,1575
17,16,6,13,3,23125,265026,50546,260,8,19,3,0,1,10,2621
17,6,2,5,2,14213,136414,22428,139,4,3,4,0,1,10,1494
17,8,4,5,2,16002,137235,50452,154,4,6,4,0,1,9,2045
17,6,9,7,1,16339,135595,48515,185,0,9,1,0,1,4,2115
17,6,8,11,2,17309,174071,22722,205,3,9,3,0,2,11,2204
17,5,6,1,2,12797,139080,19554,170,1,16,1,0,0,5,1663
17,10,4,5,3,14037,148192,17086,158,4,19,3,0,1,7,1876
17,9,8,6,1,22716,324897,31463,312,3,26,2,0,0,6,2382
17,0,7,0,0,7123,52117,14196,100,0,10,0,0,0,1,1135
17,2,12,6,0,10730,112248,22996,136,0,13,1,0,0,0,1747
17,20,4,8,5,15438,185552,15489,193,2,17,2,1,0,10,1775
17,20,8,10,4,17575,184706,29145,201,3,20,4,1,2,11,1921
17,14,7,14,4,21027,229590,27505,263,0,21,3,1,1,7,2336
17,15,7,4,5,18638,187188,30924,211,0,21,3,0,0,3,1994
17,7,2,2,1,12978,143125,10787,194,0,17,0,0,0,1,1567
17,11,10,12,1,22495,250652,43559,247,4,24,2,1,1,8,2381
17,10,2,2,2,18159,203097,27981,228,5,19,4,1,0,10,1773
17,7,5,6,2,16604,189426,26458,214,3,15,2,1,1,7,1743
17,5,2,4,1,13332,130728,17378,173,4,12,3,1,0,10,1297
17,10,0,3,1,13868,162752,17166,169,7,15,2,1,0,11,1445
17,11,5,7,4,17505,201000,28409,187,3,22,4,1,1,11,1895
17,2,6,2,0,7450,121505,22669,22,0,15,0,0,0,0,1108
17,3,2,3,1,5472,89322,17800,13,0,7,0,0,0,0,944
17,11,1,10,2,15625,261197,28555,31,3,28,3,0,1,9,1719
17,1,5,8,0,8668,34715,22652,35,2,62,3,0,0,11,1777
17,3,5,23,0,17181,38923,24886,26,4,90,5,1,0,9,2378
17,4,2,15,1,13615,98163,21278,70,3,62,2,1,1,11,1867
17,4,3,4,2,10095,87244,10264,90,1,57,1,0,0,2,1803
17,5,7,22,1,19977,60377,51111,62,3,119,2,1,1,8,2843
17,1,4,8,0,13524,67596,12595,54,1,23,2,0,1,3,1937
17,2,4,2,0,11025,87017,20438,152,1,15,0,0,0,2,1391
17,4,3,3,0,10265,72818,14566,143,2,10,2,1,0,6,1159
17,6,7,4,1,14544,127445,30737,172,2,16,0,0,0,3,1645
17,6,8,9,2,16146,134665,28464,174,3,19,1,1,1,8,1843
17,7,5,7,2,14857,141745,32919,187,1,18,0,1,0,3,1834
17,4,4,1,1,13127,109095,28134,138,0,18,0,0,0,3,1695
17,7,6,6,2,16419,127007,39525,227,1,19,3,1,0,4,1878
17,10,10,4,2,20655,393256,50498,96,0,37,2,0,0,6,2409
17,8,4,5,2,14164,257349,25052,42,5,14,3,1,1,10,1559
17,13,5,6,3,18569,202379,29994,220,1,27,2,1,0,7,2111
17,3,14,5,1,14340,227294,32139,200,1,23,2,1,1,6,2108
17,9,9,5,2,14891,151987,44307,84,0,72,1,0,0,8,2250
17,18,6,5,4,16062,168622,26987,174,7,14,2,1,2,11,1766
17,0,17,20,0,17469,40563,40087,50,2,115,5,1,1,10,2721
17,1,7,11,0,7327,14825,15392,19,0,50,1,0,0,2,1493
17,3,7,29,1,19631,56340,25274,42,5,96,5,0,2,11,2288
17,1,6,26,0,13887,17921,20151,16,5,75,1,1,2,11,1768
17,0,3,14,0,11624,13912,12986,9,4,66,2,1,1,7,1679
17,0,9,17,0,13042,16150,23403,8,0,72,2,1,0,6,2117
17,0,8,30,0,13415,20528,19536,13,6,82,4,1,1,10,1832
17,5,8,10,1,11817,61232,16022,57,1,76,1,0,1,11,1850
17,0,5,1,0,4494,7738,9863,7,0,27,1,0,0,0,1237
17,8,10,9,2,20313,173543,37069,99,1,105,6,0,2,9,2906
17,3,2,28,1,14529,32603,17803,34,6,61,3,1,1,8,1746
17,3,2,16,1,11767,24029,11189,25,1,57,4,1,1,10,1632
17,5,14,16,1,14270,55923,45651,41,1,76,1,0,0,6,2193
17,0,3,7,0,10527,34324,17509,52,0,55,0,1,0,1,1837
17,7,3,4,3,9062,111843,10155,157,1,11,0,0,0,2,1414
17,6,7,7,2,14416,131430,25972,201,1,35,0,0,1,5,2014
17,1,6,10,0,9535,21188,13657,25,1,74,1,0,0,3,1695
17,8,10,7,1,13357,106795,31571,171,0,20,0,0,0,3,1907
17,2,5,2,1,10968,125037,18796,200,2,13,0,0,0,4,1685
17,0,13,4,0,9516,61281,28207,112,0,7,0,0,0,0,1469
17,8,8,10,1,13550,120549,18614,180,1,11,1,1,0,4,1806
17,2,8,3,0,6896,107073,24144,7,0,13,0,0,0,1,1259
17,15,2,8,2,11973,167894,27054,16,4,24,1,1,1,8,1400
17,6,14,4,1,12413,120146,29856,171,3,16,0,0,0,6,1930
17,5,10,23,2,17449,174772,25561,207,3,17,2,1,1,5,2092
17,5,7,4,1,9221,151653,27026,6,1,14,1,1,0,4,1496
17,12,5,4,4,20460,304532,44476,16,3,30,4,1,2,11,2416
17,5,1,1,1,6797,127907,15659,5,1,9,2,1,0,4,1101
17,6,10,15,3,17036,265553,45512,20,2,31,3,0,0,6,2149
17,8,2,4,1,10275,154303,23600,30,1,17,2,0,0,1,1436
17,6,5,7,2,16870,264513,38391,41,1,29,2,1,0,4,2111
17,13,4,9,3,16095,201430,39432,20,1,27,3,1,1,11,2057
17,8,12,6,2,17062,225096,29595,215,2,11,2,0,1,9,2128
17,0,12,1,0,6132,38935,16900,93,0,6,0,0,0,1,1295
17,4,7,9,0,12516,104485,16930,134,2,39,3,1,1,10,1598
17,5,9,1,1,12048,130618,19047,172,0,34,0,0,0,3,1736
17,6,11,6,1,14702,165707,23102,209,0,27,1,0,0,3,1944
17,7,5,9,2,18399,206327,26120,222,3,32,4,0,1,10,2103
17,8,7,12,1,14964,133734,20736,153,3,24,3,1,1,11,1676
17,3,4,10,0,19875,416602,42527,47,5,52,4,1,1,11,2156
17,4,6,8,1,16594,320380,37166,36,2,36,3,1,1,11,1962
17,5,3,16,2,20581,333987,27973,60,3,32,2,1,1,8,2054
17,8,3,4,1,17771,351362,32592,52,4,25,4,1,1,11,1838
17,1,4,15,0,16773,306747,39230,24,0,39,3,0,0,3,2207
17,13,3,8,3,18092,333338,36302,28,3,73,2,1,1,8,1820
17,1,5,6,0,13181,252831,36283,34,1,31,1,0,0,3,1895
17,1,0,4,0,7691,140751,15049,6,4,15,1,1,0,8,1132
17,12,4,5,2,15124,262014,34114,29,0,33,2,1,0,3,1962
17,2,0,7,1,11934,242145,23750,6,1,38,3,1,0,6,1449
17,8,6,17,1,14968,240110,30446,18,2,16,3,1,1,9,1895
17,4,9,2,0,13137,190620,34436,46,0,16,2,0,0,1,1797
17,5,6,11,1,16950,253142,31880,38,1,23,2,1,2,8,1956
17,8,2,11,2,14010,188462,27384,38,4,19,4,0,1,10,1575
17,5,7,5,2,10208,155573,29539,21,0,13,1,1,0,2,1535
17,8,5,12,2,13918,176900,27476,36,4,36,3,1,1,10,1595
17,5,7,3,2,13156,225556,32024,39,1,14,1,0,1,4,1791
17,12,8,12,3,14783,246534,29921,23,3,16,3,0,1,7,1830
17,14,12,10,2,20136,320482,46944,27,1,60,3,1,0,6,2294
17,8,5,13,2,14620,232232,33240,19,2,18,4,1,0,10,1768
17,9,10,5,2,13799,133756,26406,182,1,13,2,0,0,5,1872
17,0,0,0,0,61,778,120,1,0,0,0,0,0,0,110
17,4,12,4,2,17236,182694,44625,223,2,15,1,0,0,2,2374
17,3,0,2,1,7769,62086,7810,95,2,8,0,1,0,2,916
17,3,5,0,1,8760,60007,13008,110,0,9,0,0,0,1,1345
17,11,4,5,3,12990,100711,13570,146,4,16,3,1,0,11,1536
17,9,3,6,1,16450,140116,14456,184,2,20,2,0,2,7,1770
17,5,10,10,0,12413,105402,27267,118,1,12,2,0,0,7,1926
17,5,6,23,2,14147,60488,37358,55,2,86,2,0,0,6,2493
17,9,12,8,3,12455,137161,36891,11,0,24,1,0,0,3,1831
17,0,0,0,0,325,1758,392,0,0,0,0,0,0,0,109
17,0,0,0,0,0,1299,453,0,0,0,0,0,0,0,110
17,8,9,8,1,15449,134728,23587,181,1,16,0,0,1,3,1867
17,5,11,3,1,10720,169918,36356,35,1,8,1,0,0,1,1506
17,17,9,11,6,20270,287312,63791,35,0,16,4,1,2,10,2358
17,3,10,8,0,13047,230886,40265,20,0,14,2,0,0,2,1929
17,4,3,8,1,12568,230254,31300,18,0,14,4,1,1,8,1650
17,10,4,7,2,14478,258747,25039,0,1,26,3,1,1,10,1636
17,7,3,6,1,14773,263276,32791,6,1,20,4,0,1,9,1732
17,3,10,8,0,13997,245423,49498,33,1,19,2,1,0,9,1992
17,6,3,6,2,14603,273766,32226,11,0,25,3,1,1,9,1682
17,4,5,2,1,4520,72064,16494,5,0,4,0,0,0,0,949
17,8,14,14,2,20475,308405,57336,53,1,22,3,0,0,4,2709
17,18,6,9,4,23439,334073,48433,42,3,19,4,1,1,7,2425
17,9,10,8,1,16495,183408,27747,177,1,32,3,1,2,10,1933
17,17,5,7,5,16858,246747,22748,213,3,20,2,0,1,11,1965
17,5,6,12,1,13234,165468,21012,158,5,26,2,1,1,10,1804
17,10,4,2,2,17947,192263,33351,257,5,38,1,0,1,11,1852
17,11,2,8,2,15135,146019,14931,182,3,29,2,0,1,9,1399
17,11,0,2,1,7021,83272,4981,134,3,11,2,0,0,4,913
17,29,4,5,4,22405,321567,20430,226,7,32,3,1,2,11,1961
17,10,9,8,3,16183,190697,27940,180,2,33,4,0,0,5,1946
17,1,7,1,0,8598,98421,16500,160,1,11,2,2,0,4,1581
17,6,3,12,2,17175,261980,19358,238,2,22,4,0,0,6,2056
17,3,1,8,1,14105,128820,21514,157,3,13,3,1,1,9,1562
17,2,13,5,1,13950,118977,44950,151,2,15,0,0,1,10,2269
17,1,3,1,0,9618,85356,19503,134,1,8,0,0,0,2,1294
17,4,9,7,1,14231,144831,32874,165,1,38,1,1,0,4,1808
17,8,11,18,1,12940,94106,41760,82,3,11,3,0,1,7,1566
17,10,7,8,3,16733,173993,37166,179,4,21,4,1,1,11,1981
17,4,4,5,1,14633,114175,16587,159,4,23,2,1,1,8,1601
17,11,15,6,1,17050,151224,55196,121,1,15,3,1,1,9,2287
17,5,6,5,1,14992,138954,22678,142,2,12,3,1,1,10,1531
17,9,3,6,2,17387,180306,27747,179,5,22,3,1,1,11,1690
17,11,8,3,4,14707,139956,25231,156,2,13,3,0,0,4,1602
17,7,13,8,2,16129,175459,34693,181,3,12,3,1,1,8,2250
17,8,5,0,2,8924,74258,13490,133,1,9,0,0,0,2,1263
17,7,14,3,2,12048,160395,30217,184,2,15,1,1,0,4,1948
17,11,12,3,2,16305,210735,28140,198,3,20,1,0,0,6,2014
17,5,7,8,1,10008,110915,15231,163,1,10,4,0,1,7,1512
17,7,16,9,2,15964,172786,40402,166,3,14,4,2,0,6,2188
17,7,7,13,2,13490,48183,34216,31,0,68,2,1,0,4,2105
17,3,0,21,1,10059,33146,14322,21,4,46,2,1,0,7,1542
17,6,5,18,1,9930,19993,20577,15,1,61,3,0,1,11,1707
17,2,6,23,0,14171,32568,31682,32,2,79,4,0,2,9,2066
17,1,7,18,0,11026,29566,23615,19,4,63,4,0,1,10,1841
17,3,6,13,0,14473,32708,31326,29,3,82,2,1,0,5,2146
17,2,5,31,0,16571,22023,12532,14,6,58,2,1,1,9,2111
17,9,6,10,3,10953,72631,17718,34,3,53,4,1,1,10,1597
17,7,4,19,2,13429,65913,14907,48,5,82,4,1,1,10,1865
17,3,7,6,1,13505,107934,24289,139,2,10,1,0,1,5,1740
17,9,8,17,2,16489,127446,29267,150,1,31,4,0,1,7,2148
17,21,3,3,3,14341,95282,16603,127,2,20,2,0,1,9,1596
17,10,8,11,3,15095,107350,28602,131,0,16,2,0,0,3,1930
